id,titre,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,description,caracteristiques,source,date_publication,has_sdb_info,latitude,longitude,dist_centre_km,dist_aeroport_km,dist_plage_km,nb_ecoles_1km,nb_mosquees_1km,nb_commerces_1km,nb_hopitaux_1km,nb_total_pois_1km,has_garage,has_titre_foncier,has_camera,nb_balcons,taille_rue,desc_len,desc_word_count,has_piscine,has_clim,has_meuble,is_luxe,is_renove,has_arabic,nb_pieces_total,surface_par_piece,log_surface,age_annonce_jours,quartier_target_enc,quartier_freq
1135,دار اجديد فعرفات شارع كبير,1600000.0,180.0,4.0,1.0,2.0,Arafat,"للبيــــــــــــــــــــــع دار افعرفات مافات إندخلت  من كد استسيوه افو الكيله فاتح اعل شارع إكبير 
فيها اثلث ابيوت وجلسه وبوتيك منقوش امكروي مبيوعه ب 16مليون قابل للنقاش [TÉLÉPHONE SUPPRIMÉ].[TÉLÉPHONE SUPPRIMÉ]",,voursa.com,2025-11-19,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,0,15.0,212,29,0,0,0,0,0,1,5.0,36.0,5.198497031265826,103,1676270.4918032787,0.21162185602775369
484,اربع ابرتماهات احذ طب الصداقة,1900000.0,150.0,1.0,1.0,2.0,Arafat,عندن ذوك اربع ابرتماهات احذ طب الصداقة واتساب 49233330,Titre foncier | 1 balcon(s) | Taille rue: 12.00 | Proche de: طب الصداقة ,voursa.com,2025-07-21,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,12.0,54,9,0,0,0,0,0,1,2.0,75.0,5.017279836814924,224,1676270.4918032787,0.21162185602775369
680,منزل عصري للبيع منطقة الصحراوي,30000000.0,600.0,8.0,5.0,2.0,Tevragh Zeina,"منزل عصري للبيع أرقى منطقة في تفرغ زينه الصحراوي 
يتربع على مساحة قدرها 600متر
يتميز بمواصفات عالمية
للاستفسار 49719051",Titre foncier | 2 balcon(s) | Taille rue: 15.00 | Proche de: Maison  | Garage | Caméra de sécurité,voursa.com,2025-11-10,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,1,2,15.0,119,19,0,0,0,0,0,1,13.0,46.15384615384615,6.398594934535208,112,8209772.117962467,0.32350390286209885
710,منزل في لكصر,3500000.0,400.0,7.0,4.0,2.0,Ksar,"دار في لكصر ماهي ابعيد من سمعت ولد بيروك، فاتحة اعل بارك اكبير و افگرنها امبدية
تتكون من أثلت ابيوت التحت و قاعة و صلوهين
و بيتين الفوگ و دوش
الرجاء التواصل على 22062107",1 balcon(s) | Taille rue: 40.00 | Proche de: أجيال المستقبل الأولى,voursa.com,2025-07-02,1,18.104903,-15.964434,2.3214708466787566,1.9082272947065255,7.854840504314902,8,3,61,15,87,0,0,0,1,40.0,169,34,0,0,0,0,0,1,11.0,36.36363636363637,5.993961427306569,243,3610869.565217391,0.0398959236773634
142,فرصة شانتيه للبيع خلف حمام نيل كريب من كدروه ب 40 ,4000000.0,300.0,4.0,2.0,2.0,Tevragh Zeina,فرصة شانتية الحكت المقط شارع كبير كريب من كدره نواذيب,Titre foncier | Taille rue: 20.00 | Proche de: حمام نيل | Garage,voursa.com,2025-12-05,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,0,0,20.0,53,10,0,0,0,0,0,1,6.0,50.0,5.707110264748875,87,8209772.117962467,0.32350390286209885
1399,سمعه ف كرفور اعلي شارع اكبير للبيع ,1200000.0,180.0,7.0,4.0,2.0,Arafat,السلام عليكم هذ سمعه ف كرفور اعلي شارع 20م# مدخل مائة واعشر تلاف مساحتها 180م# مبيوع ب 12مليون عندها ابرمه التالي للإستفسار اكثر اتصلوا على الرقم التالي 49546950,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: كرفور ,voursa.com,2025-08-02,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,20.0,161,28,0,0,0,0,0,1,11.0,16.363636363636363,5.198497031265826,212,1676270.4918032787,0.21162185602775369
459,منز للبيـــــــــــــــــــــع ترحيل 16,900000.0,150.0,3.0,1.0,2.0,Toujounine,"السلام عليكم
 دار للبيـــــــــــــــــــــع 
ترحيل كد طب 16 
فاتح على شارع 10
فيها ثلاث بيوت جلسة كوزين ودوشات منقوشة مكروية اكراج
 المساحة150م٢
 السعر 9 مليون ",type de propriété: Autre | 1 balcon(s) | Taille rue: 10.00 | Proche de: طب 16 | Garage,voursa.com,2025-12-29,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,1,0,0,1,10.0,161,25,0,0,0,0,0,1,4.0,37.5,5.017279836814924,63,1571086.956521739,0.0997398091934085
860,دار جديد مافات اندخلت تنباع,2100000.0,120.0,4.0,2.0,2.0,Teyarett,"صلوه 7*4 بيت 5*4 هول 4*4 فرنده 6*2,50 كوزين 4*3 دوش عام 3*2 مگزينه  وگراج 6ماطر و بيت رگاد الفوگ 6*4 و معاه دوشو 3*3 و فرنده گدام بيت رگاد",Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: عين طلح | Garage,voursa.com,2025-05-16,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,1,0,1,10.0,138,30,0,0,0,0,0,1,6.0,20.0,4.795790545596741,290,3330407.407407407,0.2341717259323504
355,دار وبتكين  اعلي كدروه تحتاني ابرمير  للبيع ,3200000.0,216.0,1.0,1.0,2.0,Teyarett,السلام عليكم هذ دار وبتيكين في برمير اعلي كدروه التحتاني مدخلين مائة وثلاثين قديمة مبيوعين ب 32مليون  للإستفسار اكثر اتصلوا على الرقم التالي 49546950,1 balcon(s) | Taille rue: 20.00 | Proche de: ابرمير ,voursa.com,2025-05-09,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,20.0,149,24,0,0,0,0,0,1,2.0,108.0,5.37989735354046,297,3330407.407407407,0.2341717259323504
1280,سمعه شرق توجنين,1100000.0,150.0,5.0,2.0,2.0,Toujounine,سمعه فتوجنين مكريه من فوك و تحت ماتات مكريه اعل شارع اكبير,Titre foncier | 1 balcon(s) | Taille rue: 18.00 | Proche de: وقفة توجنين  | Garage,voursa.com,2025-09-20,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,1,1,0,1,18.0,58,12,0,0,0,0,0,1,7.0,21.428571428571427,5.017279836814924,163,1571086.956521739,0.0997398091934085
672,سمعه فى الفلوجه احذى سوق الياقوت ,2200000.0,120.0,6.0,4.0,2.0,Arafat,"السلام عليكم 
عندن ذيك سمعه فى الفلوجه احذى سوق الياقوت احذى فور 50 فاتح اعل شارع 10م٢ 
المساحه 120م٢ 
فيه من تحت 
صالوه و بيتن و جلسه و كوزين و دوشات 
فيه من الفوك 
صالوه و بيتن و جلسه و كوزين و دوشات 
الثمن 22 مليون 
الواتساب 30434834",1 balcon(s) | Taille rue: 10.00 | Proche de: سمعه  | Caméra de sécurité,voursa.com,2025-12-05,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,1,1,10.0,236,48,0,0,0,0,0,1,10.0,12.0,4.795790545596741,87,1676270.4918032787,0.21162185602775369
696,دار اكبيرة ماشاءالله فاتح فبرك بالقرب من الجامعة لبنانية ,17000000.0,600.0,6.0,4.0,2.0,Tevragh Zeina,41665530,4 balcon(s) | Taille rue: 20.00 | Proche de: الجامعة لبنانية  | Garage,voursa.com,2025-07-15,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,0,4,20.0,8,1,0,0,0,0,0,0,10.0,60.0,6.398594934535208,230,8209772.117962467,0.32350390286209885
1079,سمعة فعين الطلح فرصة ذهبية ,2600000.0,240.0,3.0,4.0,2.0,Teyarett,"سمعة فعين الطلح فرصة ذهبية ماهي واعرة 
الطابق لاول :كراج+حوش+بيت عامل +صالون +جلسة +بيت اجماعه +كوزين +حمامات 
الطابق الثاني :3غرف +جلسة +بيت اجماعه +بالكوه
*السعر:26مليون قابلة للنقاش 
للتواصل:44866293
الواتساب:44866293",2 balcon(s) | Taille rue: 10.00 | Proche de: سمعة فعين الطلح فرصة,voursa.com,2025-05-07,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,2,10.0,220,29,0,0,0,0,0,1,7.0,34.285714285714285,5.484796933490655,299,3330407.407407407,0.2341717259323504
179,دبلكس للبيع في منطقة شرم الشيخ ,7500000.0,200.0,7.0,4.0,2.0,Tevragh Zeina,دبلكس للبيع في تفرق زينة المساحة 200اجديد ماكط اندخل ,2 balcon(s) | Taille rue: 15.00 | Proche de: شرم الشيخ  | Garage,voursa.com,2025-06-28,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,0,2,15.0,53,9,0,0,0,0,0,1,11.0,18.181818181818183,5.303304908059076,247,8209772.117962467,0.32350390286209885
1292,دار للبيع في تفرغ زينه قرب أدويراة صوكوك,8500000.0,625.0,6.0,2.0,3.0,Tevragh Zeina,هاذي الدر زينه حته واجديده وشارع اكبير,Garage,voursa.com,2025-10-31,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,0,0,15.0,38,7,0,0,0,0,0,1,8.0,78.125,6.439350371100098,122,8209772.117962467,0.32350390286209885
426,2 أبرتماه للبيع ,3500000.0,180.0,6.0,2.0,2.0,Teyarett,أبرتماهين. للبيع. المنطقة 📍c5 بالقرب من شهر زاد صكوك.  كلهم فييه أثلت بيوت وجلسه ,Titre foncier | type de propriété: Appartement | 1 balcon(s) | Taille rue: 6.00 | Proche de: شهر زاد  | Garage,voursa.com,2025-12-10,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,1,0,1,6.0,81,14,0,0,0,0,0,1,8.0,22.5,5.198497031265826,82,3330407.407407407,0.2341717259323504
479,سمعه للبيع دار البركة ,1900000.0,150.0,6.0,2.0,2.0,Teyarett,"السلام عليكم 
سمعه للبيـــــــــــــــــــــع دار البركة 
فاتح على شارع كبيره 
فيها من تحت ثلاث بيوت وجلسة كوزين ودوشات 
الفوق ثلاث بيوت جلسة كوزين ودوشات منقوشة مكروية 
تهوية مستغله 
المساحة150م٢ 
السعر 19 مليون ",Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: شارع البسطامي ,voursa.com,2025-05-18,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,1,0,1,30.0,213,32,0,0,0,0,0,1,8.0,18.75,5.017279836814924,288,3330407.407407407,0.2341717259323504
1092,دارين وستديوه وباتيك ببن دسق وبتكات حتو ف الفلوجة للبيع ,3200000.0,150.0,1.0,1.0,2.0,Arafat,السلام عليكم هذ دارين وستديوه وباتيك غي الفلوجة ببن دسق وبتكات ختو مدخلين اثلات مائة مساحتهم 150م# مبيوعين ب 32مليون للإستفسار اكثر اتصلوا. على الرقم التالي 49546950,1 balcon(s) | Taille rue: 20.00 | Proche de: الفلوجة ,voursa.com,2025-07-22,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,20.0,165,27,0,0,0,0,0,1,2.0,75.0,5.017279836814924,223,1676270.4918032787,0.21162185602775369
326,سمعه في سيزيم للبيع,2500000.0,300.0,0.0,0.0,0.0,Sebkha,"سيزيم احذ صونيف 
المساحه 300 م²
الدخل 180 ألف 
السعر 25 مليون 
واتساب [TÉLÉPHONE SUPPRIMÉ] للاتصال [TÉLÉPHONE SUPPRIMÉ]",,voursa.com,2026-02-06,1,18.071167,-16.002607,3.385383343872694,6.571101748092418,2.3503931174060733,7,10,53,6,76,0,0,0,0,15.0,119,18,0,0,0,0,0,1,0.0,300.0,5.707110264748875,24,3780000.0,0.008673026886383347
771,اتراب اكبيره  فارقين اعليها الساحات موقعها تجاري,5000000.0,1000.0,7.0,7.0,7.0,Toujounine,"ابلوك من النيمروات 6 نيمروات فاتحين فتحات تحاريات اعل ساحتين اكبارات من الغرب "" ساحل"" و من الجنوب ""گبله"" موقعهم تجاري و مناسب للمخازن و المستودعات و محطات النقل و البيسات و عندهم ابرمات و كيتاصات خالصين و عندهم ابلانهم موقع بينهم نيمرو واحد امع طريق الأمل اعل الحانب الإيمن حد واعد بتلميت سعرهم 50 مليون اوقيه قديمه",Caméra de sécurité,voursa.com,2025-12-29,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,0,0,1,0,15.0,315,58,0,0,0,0,0,1,14.0,71.42857142857143,6.90875477931522,63,1571086.956521739,0.0997398091934085
714,شانتيه فعين الطلح,2200000.0,180.0,3.0,1.0,2.0,Teyarett,شانتية فعين الطلح منقوشة ماه مكروية احذ كنكيري الساحل الزر العربي,Garage,voursa.com,2026-01-05,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,0,0,0,15.0,65,11,0,0,0,0,0,1,4.0,45.0,5.198497031265826,56,3330407.407407407,0.2341717259323504
1418,دار فالمطار القديم ,3000000.0,200.0,3.0,2.0,2.0,Dar Naim,دار فالمطار القديم ,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: المطار القديم  | Garage,voursa.com,2025-09-25,1,18.126633,-15.91746,7.536443818595148,4.449010179798461,13.255497687638705,2,8,2,1,13,1,1,0,1,15.0,19,3,0,0,0,0,0,1,5.0,40.0,5.303304908059076,158,2489878.048780488,0.07111882046834345
1373,دار فكرفور مدريد,600000.0,150.0,4.0,1.0,2.0,Arafat,سعر 6ملايين  حد شاري تلفنل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: مدارس الاصلاح,voursa.com,2025-10-04,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,10.0,44,6,0,0,0,0,0,1,5.0,30.0,5.017279836814924,149,1676270.4918032787,0.21162185602775369
1128,دوبلاكس للبيع بالقرب من موريسانتار 2,7500000.0,250.0,4.0,3.0,2.0,Tevragh Zeina,Duplex a vendre a côté de mauricentre 2 ,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: Mauricentre 2 | centre,voursa.com,2025-05-01,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,1,15.0,40,8,0,0,0,0,0,0,7.0,35.714285714285715,5.5254529391317835,305,8209772.117962467,0.32350390286209885
1351,ديبلكس برمير أشوا جديد,12000000.0,340.0,6.0,4.0,2.0,Tevragh Zeina,ديبلكس برمير أشوا جديد فصحراوي.  مساحة 340م ,2 balcon(s) | Taille rue: 15.00 | Proche de: أصتاسيوه ريماكو  | Garage | Caméra de sécurité,voursa.com,2025-07-30,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,1,2,15.0,44,7,0,0,0,0,0,1,10.0,34.0,5.831882477283517,215,8209772.117962467,0.32350390286209885
448,ديبلكس فكورنا معاه حالتو كامله,8000000.0,300.0,7.0,1.0,2.0,Teyarett,سعر 80 مليون حد شاري تلفنل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: كورنا,voursa.com,2025-12-08,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,1,0,1,30.0,44,7,0,0,0,0,0,1,8.0,37.5,5.707110264748875,84,3330407.407407407,0.2341717259323504
1350,دار فترحيل شارع مختار شارع 10 وفاتح فبرك,680000.0,150.0,3.0,2.0,2.0,Riyadh,"واتساب 26678975 للاتصال 36147216
السعر 6ملايين و800 ومكروي ومنقوش 

",1 balcon(s) | Taille rue: 10.00 | Proche de: شارع مختار ,voursa.com,2025-04-17,1,18.010714,-15.955326,8.690718491570824,9.817632827637823,8.625889702720684,5,27,2,3,37,0,0,0,1,10.0,68,9,0,0,0,0,0,1,5.0,30.0,5.017279836814924,319,3440769.230769231,0.011274934952298352
1336,دار اللبيع كد البرار,1800000.0,216.0,4.0,2.0,2.0,Arafat,"سلام عليكم
عندن ذيك دار للبيع عند كارفور الأبرار اجديدة مفات اندخلت 
فيه أربع ابيوت أو جلسة او مرافق أو التهوية
فاتح اعل شارع 8م٢
المساحه 216م٢
السعر: 18 مليون قابلة للنقاش
حد مهتم يتواصل امعانا
واتساب 27273277
حد عندو عقارات للبيع يطلعلي وشكرا",1 balcon(s) | Taille rue: 8.00 | Proche de: كدالبرار,voursa.com,2025-07-20,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,8.0,244,44,0,0,0,0,0,1,6.0,36.0,5.37989735354046,225,1676270.4918032787,0.21162185602775369
650,سمعات فلكصر القديم,3000000.0,216.0,4.0,1.0,2.0,Ksar,"دخلهم زين  واتساب 26678975 للاتصال 36147216
 وتيتر فونصي سعر 30مليون والدار لخر سعره28مليون",1 balcon(s) | Taille rue: 20.00 | Proche de: دار اهل نوكيظ,voursa.com,2025-06-10,1,18.104903,-15.964434,2.3214708466787566,1.9082272947065255,7.854840504314902,8,3,61,15,87,0,0,0,1,20.0,91,13,0,0,0,0,0,1,5.0,43.2,5.37989735354046,265,3610869.565217391,0.0398959236773634
621,دار فعرفات دايه 19,1300000.0,150.0,1.0,1.0,2.0,Arafat,سعر 13 مليون مكروي ومنقوش فيه ابيوت وحالته زين حد شاري ول عندو طلب تلفنل 26678975,Titre foncier | type de propriété: Appartement | 1 balcon(s) | Taille rue: 10.00 | Proche de: الدايه 19,voursa.com,2025-12-22,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,10.0,81,16,0,0,0,0,0,1,2.0,75.0,5.017279836814924,70,1676270.4918032787,0.21162185602775369
385,نيمروين للبيع فيهم دار قديمه بوحديد ,1200000.0,300.0,6.0,4.0,2.0,Toujounine,"السلام عليكم 
فرصة لأهل للإستثمار العقاري 
الموقع استراتيجي واستثماري 
نيمروين للبيـــــــــــــــــــــع بوحديد البعد عن كدروه خمس نمروات 
احتمال يوخظ كدامهم كدروه 
 فيهم بنيان قديمه 
فاتحين على شارعين كبار وفكرن وشارع ثلاث سغير 
المساحة300م٢+
السعر 12 مليون ",Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: بقالة حماس ,voursa.com,2025-07-06,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,0,1,0,1,30.0,260,36,0,0,0,0,0,1,10.0,30.0,5.707110264748875,239,1571086.956521739,0.0997398091934085
967,دار فعرفات الداي 19 فاتح ف ابرك للبيع ,1200000.0,150.0,2.0,2.0,2.0,Arafat,السلام عليكم هذ دار فاتح ف ابرك وفكرن  فعرفات الداي 19 فيه صلوه وهلين وبيت الركاد اجديده مكري  مساحتها 150م# مبيوع ب 12مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,type de propriété: Villa | 1 balcon(s) | Taille rue: 15.00 | Proche de: الداي 19 عرفات ,voursa.com,2025-12-10,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,15.0,172,30,0,0,0,0,0,1,4.0,37.5,5.017279836814924,82,1676270.4918032787,0.21162185602775369
707,دار الترحيل 16,700000.0,150.0,4.0,1.0,2.0,Riyadh,حد دور تلفنل  اعل واتساب 26678975 وتلفون 36147216 سعر 7ملايين ,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: طب 16,voursa.com,2025-07-21,1,18.010714,-15.955326,8.690718491570824,9.817632827637823,8.625889702720684,5,27,2,3,37,0,1,0,1,15.0,62,10,0,0,0,0,0,1,5.0,30.0,5.017279836814924,224,3440769.230769231,0.011274934952298352
189,دارين فبريميير,3000000.0,270.0,7.0,3.0,2.0,Teyarett,"واتساب اتصال فقط 26678975 
بين لكصر واتيارت. سعر 30 مليون ",2 balcon(s) | Taille rue: 25.00 | Proche de: سكومتال,voursa.com,2025-05-21,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,2,25.0,58,10,0,0,0,0,0,1,10.0,27.0,5.602118820879701,285,3330407.407407407,0.2341717259323504
503,ديبلكس جديد فليزوه إحذ شقق صحارى أكريب من كدروه ,5000000.0,150.0,5.0,4.0,2.0,Teyarett,ديبلكس جديد فليزوه إحذ شقق صحارى أكريب من كدروه كايل 50 مليون ,Titre foncier | 1 balcon(s) | Taille rue: 12.00 | Proche de: شقق صحارى  | Garage,voursa.com,2025-05-29,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,1,0,1,12.0,62,12,0,0,0,0,0,1,9.0,16.666666666666668,5.017279836814924,277,3330407.407407407,0.2341717259323504
1070,Chantier Kossovo,850000.0,195.0,4.0,1.0,2.0,Riyadh,"Chantier Kossovo 
شانتيه للبيع  في كوسوفو",,voursa.com,2025-11-28,1,18.010714,-15.955326,8.690718491570824,9.817632827637823,8.625889702720684,5,27,2,3,37,0,0,0,0,15.0,41,6,0,0,0,0,0,1,5.0,39.0,5.278114659230517,94,3440769.230769231,0.011274934952298352
133,دار فسكوجيم بوعماتو ,8200000.0,500.0,7.0,1.0,2.0,Tevragh Zeina,سعر 82 مليون حد شاري ول عندو طلب تلفنل 26678975,Titre foncier | type de propriété: Villa | 1 balcon(s) | Taille rue: 25.00 | Proche de: اطريك انواذيب,voursa.com,2025-12-31,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,1,25.0,47,10,0,0,0,0,0,1,8.0,62.5,6.2166061010848646,61,8209772.117962467,0.32350390286209885
632,دار فصحراوي عنده تيتر,4800000.0,200.0,1.0,1.0,1.0,Tevragh Zeina,سعر 48 مليون حد شاري ول عندو طلب تلفنل  اعل واتساب فقط [TÉLÉPHONE SUPPRIMÉ],,voursa.com,2026-01-15,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,0,15.0,75,14,0,0,0,0,0,1,2.0,100.0,5.303304908059076,46,8209772.117962467,0.32350390286209885
1329,دار فعرفات بيت ابوليس,800000.0,150.0,3.0,1.0,2.0,Arafat,دار مظبوطه فعرفات بيت ابوليس,Garage,voursa.com,2025-10-25,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,1,0,0,0,15.0,28,5,0,0,0,0,0,1,4.0,37.5,5.017279836814924,128,1676270.4918032787,0.21162185602775369
480,دار فاتح اعل برك سكوجيم ,2700000.0,150.0,7.0,1.0,2.0,Teyarett,"حد شاري تلفنل 26678975.36147216
 سعر 27مليون ",Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: برك سكوجيم ,voursa.com,2025-10-10,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,1,0,1,30.0,45,6,0,0,0,0,0,1,8.0,18.75,5.017279836814924,143,3330407.407407407,0.2341717259323504
1293,نيمر ف مديل D موقع ممتاز فاتح فبرك,4500000.0,500.0,0.0,0.0,2.0,Tevragh Zeina,فرصة نيمر للبيع ف مديل D فاتح فبرك قرب حمام نيل ,Titre foncier | Taille rue: 20.00 | Proche de: حمام نيل,voursa.com,2025-10-31,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,0,20.0,48,11,0,0,0,0,0,1,0.0,500.0,6.2166061010848646,122,8209772.117962467,0.32350390286209885
699,دبلكسي,6500000.0,150.0,6.0,4.0,2.0,Tevragh Zeina,"فرصة ليله ذهبية ديبلكس للبيـــــــــــــــــــــع بيرمير شوا شرم شيخ تفرق زينه 
فيه من تحت صلوه  وبيت وجلسه وكوزين ومكزين ودوشات بيت عامل وكراج
لفوك فيه غرفتين نوم وبيت آخر 2 بلكوه 
سعر :65 مليون 
واتساب.    27273277
حد عندو عقار للبيع يتواصل معاي",1 balcon(s) | Taille rue: 15.00 | Proche de: تفرق زينه,voursa.com,2025-05-09,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,1,15.0,247,42,0,0,0,0,0,1,10.0,15.0,5.017279836814924,297,8209772.117962467,0.32350390286209885
983,دار للبيـــــــــــــــــــــع أفي عرفات كد مركز العلماء,1750000.0,150.0,3.0,1.0,2.0,Arafat,للبيــــــــــــــــــــــع دار افعرفات احذ مركز العلماء فاتح اعل شارع إصغير إجديد مافات إندخلت فيه اثلث ابيوت وجلسه منقوش امكروي مبيوعه ب 17مليون و500 قابل للنقاش حد مهتم ايتواصل معاي [TÉLÉPHONE SUPPRIMÉ],,voursa.com,2025-12-09,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,0,15.0,205,31,0,0,0,0,0,1,4.0,37.5,5.017279836814924,83,1676270.4918032787,0.21162185602775369
435,البر تماهاة 4للبيع أجداد مافات اند اخلو كل واحد مستقل,1250000.0,600.0,3.0,3.0,3.0,Tevragh Zeina,هاذو البر تماها زينين حته وفيهم فرصة اليوم,Caméra de sécurité | Meublé | Garage,voursa.com,2026-01-29,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,1,0,15.0,42,8,0,0,1,0,0,1,6.0,100.0,6.398594934535208,32,8209772.117962467,0.32350390286209885
1018,للبيع دوبلكس طراز اول أرقى أنواع البنيان ,8500000.0,200.0,5.0,5.0,2.0,Tevragh Zeina,للبيع دوبلكس راقي جدا درجه أولا يتربع على مساحة 200م في الصحراوي أرقى احياء العاصمه نواكشوط جديده قريب من كدروه يتكون الطابق الأرضي من حوش وبيت العامل وكزين خارجي وصلوه وجلسه وباقي المرافق الطابق الأول يكون من 3غرف واحد غرفة نوم وحمام عمومي وجلسه وبلكون المزيد من التفاصيل واتساب 36707610 حد كامل عندو عقار عجلان عل بيعو يطلعلي ,Titre foncier | 2 balcon(s) | Taille rue: 20.00 | Proche de: ديار أهل مم,voursa.com,2025-08-10,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,2,20.0,328,58,0,0,0,0,0,1,10.0,20.0,5.303304908059076,204,8209772.117962467,0.32350390286209885
1180,منزل للبيــــع قرب خيرات الشام 1,5500000.0,400.0,6.0,1.0,4.0,Tevragh Zeina,منزل للبيــــع في F Nord مساحة 400م٢ ب 55 مليون,Garage,voursa.com,2025-11-14,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,0,0,15.0,47,10,0,0,0,0,0,1,7.0,57.142857142857146,5.993961427306569,108,8209772.117962467,0.32350390286209885
368,دار فعرفات اعل كدروه اجديد,1250000.0,180.0,4.0,1.0,2.0,Arafat,بين كدروه الياسمين والدايه 11 فاتح اعل كدروع اجديد سعر 12.مليون و500 حد شاري ول عندو طلب تلفنل اعل واتساب وتوف [TÉLÉPHONE SUPPRIMÉ],,voursa.com,2026-02-04,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,0,15.0,131,23,0,0,0,0,0,1,5.0,36.0,5.198497031265826,26,1676270.4918032787,0.21162185602775369
