titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques,url
منزل للبيع,Residential Property,Vente,1500000,150.00,3.0,0.0,2.0,Toujounine,Nouakchott Nord,"منزل للبيع 1,500,000 MRU Residential Property 3 months ago • Toujounine Sidi 1",voursa,3 months ago,"landmark: سوق ارض الجنة, land_title: Yes, balconies: 1, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/منزل-للبيع-e259
ديبلكس,Residential Property,Vente,70000000,300.00,5.0,2.0,4.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس 70,000,000 MRU Residential Property 3 months ago • Tevragh Zeina سارة 1",voursa,3 months ago,"landmark: وزارة الخارجية, land_title: Yes, balconies: 2, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس--647d
دار احذ طب إيطاليا,Residential Property,Vente,900000,150.00,3.0,1.0,2.0,Arafat,Nouakchott Sud,"دار احذ طب إيطاليا 900,000 MRU Residential Property 3 months ago • Arafat محمد عبد الله ولد سيكه 1",voursa,3 months ago,"landmark: طب إيطاليا, land_title: Yes, balconies: 1, street_size: 6.00",https://voursa.com/EN/categories/real_estate/ads/دار-احذ-طب-ايطاليا--e816
نمرو للبيـــــع في الحي العسكري التيسير,Land Plot,Vente,500000,180.00,,,,Teyarett,Nouakchott Nord,"نمرو للبيـــــع في الحي العسكري التيسير 500,000 MRU Land Plot 3 months ago • Teyarett بورصة عبد الله العقارية 1",voursa,3 months ago,"landmark: طريق اكجوجت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-الحي-العسكري-التيسير--26eb
دار قديمة للبيع افكابتال احذ مجمع الأمين التجاري,Commercial and Industrial Real Estate,Vente,1500000,150.00,,,,Tevragh Zeina,Nouakchott Ouest,"دار قديمة للبيع افكابتال احذ مجمع الأمين التجاري 1,500,000 MRU Commercial and Industrial Real Estate 3 months ago • Tevragh Zeina الشيخ 1",voursa,3 months ago,"landmark: مجمع الأمين التجاري, land_title: No",https://voursa.com/EN/categories/real_estate/ads/دار-قديمة-للبيع-افكابتال-احذ-مجمع-الامين-التجاري--2651
ديبلكس فكورنا,Residential Property,Vente,4500000,216.00,7.0,1.0,2.0,Teyarett,Nouakchott Nord,"ديبلكس فكورنا 4,500,000 MRU Residential Property 3 months ago • Teyarett الخدمات العامه 3",voursa,3 months ago,"landmark: كورنا, land_title: Yes, balconies: 1, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فكورنا-2e30
دار فكبتال الجانب الشرقي,Residential Property,Vente,1500000,150.00,3.0,1.0,1.0,Tevragh Zeina,Nouakchott Ouest,"دار فكبتال الجانب الشرقي 1,500,000 MRU Residential Property 3 months ago • Tevragh Zeina الخدمات العامه 3",voursa,3 months ago,"landmark: مركز لمين التجاري, land_title: Yes, balconies: 1, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/دار-فكبتال-الجانب-الشرقي--9f0b
للبيع گيطون,Other,Vente,26000,5.00,,,,Toujounine,Nouakchott Nord,"للبيع گيطون 26,000 MRU Other 3 months ago • Toujounine Idoumou 6",voursa,3 months ago,"landmark: أحذ وقفة توجنين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/يطون-7033
فرصة مخزن المساحة 250 قرب شركة ماتل,Commercial and Industrial Real Estate,Vente,25000,250.00,,,,Tevragh Zeina,Nouakchott Ouest,"فرصة مخزن المساحة 250 قرب شركة ماتل 25,000 MRU Commercial and Industrial Real Estate 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: شركة ماتل, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-مخزن-المساحة-250-قرب-شركة-ماتل--2efa
جبلكس للبيع في تفرغ زينه موديل جي قرب اتاك الخير,Residential Property,Vente,5300000,200.00,6.0,3.0,4.0,Tevragh Zeina,Nouakchott Ouest,"جبلكس للبيع في تفرغ زينه موديل جي قرب اتاك الخير 5,300,000 MRU Residential Property 3 months ago • Tevragh Zeina البات 9",voursa,3 months ago,"landmark: لبات, land_title: Yes, balconies: 3, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/جبلكس-للبيع-في-تفرغ-زينه-موديل-جي-قرب-اتاك-الخير-2316
شقة لايجار,Residential Property,Vente,9500,70.00,2.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"شقة لايجار 9,500 MRU Residential Property 3 months ago • Tevragh Zeina Md cheikh 4",voursa,3 months ago,"landmark: شارع مجمع الهيلالة  سكرتيرة 5, land_title: No, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/شقة-لايجار-10d5
نص نيمرو فكرن من بوش 9 للبيع,Land Plot,Vente,2800000,267.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص نيمرو فكرن من بوش 9 للبيع 2,800,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: بوش 9, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-فكرن-من-بوش-9-للبيع--698c
دار فلوجه,Residential Property,Vente,1500000,180.00,4.0,1.0,1.0,Arafat,Nouakchott Sud,"دار فلوجه 1,500,000 MRU Residential Property 3 months ago • Arafat الخدمات العامه 1",voursa,3 months ago,"landmark: فلوجه, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/دار-فلوجه-7757
نص فلكرن من سكتير 1 بلوكات,Land Plot,Vente,4000000,400.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص فلكرن من سكتير 1 بلوكات 4,000,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: نص فلكرن, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-فلكرن-من-سكتير-1-بلوكات-fe46
نيمرو فكرن من سكتير 5 للبيع,Land Plot,Vente,7000000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من سكتير 5 للبيع 7,000,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-5-للبيع--4e1c
منزل صغير فبريميير للإيجار,Residential Property,Vente,7000,120.00,2.0,1.0,1.0,Teyarett,Nouakchott Nord,"منزل صغير فبريميير للإيجار 7,000 MRU Residential Property 3 months ago • Teyarett Mariem 1",voursa,3 months ago,"landmark: وقفة صكوك, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/منزل-صغير-فبريميير-للايجار-2672
نيمرو من الأساتذة عندو رخصة محطة وقود,Land Plot,Vente,6000000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من الأساتذة عندو رخصة محطة وقود 6,000,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 1",voursa,3 months ago,"landmark: الأساتذة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الاساتذة-عندو-رخصة-محطة-وقود--b709
تراب هوين وقريب من المطار فرصة رمضان,Land Plot,Vente,120000,150.00,,,,Dar Naim,Nouakchott Nord,"تراب هوين وقريب من المطار فرصة رمضان 120,000 MRU Land Plot 3 months ago • Dar Naim فاطمة 1",voursa,3 months ago,"landmark: المطار القديم, land_title: No",https://voursa.com/EN/categories/real_estate/ads/تراب-هوين-وقريب-من-المطار--61e3
نيمروات,Commercial and Industrial Real Estate,Vente,60000000,9104.00,,,,Dar Naim,Nouakchott Nord,"نيمروات 60,000,000 MRU Commercial and Industrial Real Estate 3 months ago • Dar Naim المصطفى حامد لكبيد 1",voursa,3 months ago,"landmark: كدروه اكجوجت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمروات-eb39
نيمرو للبيـــع قرب جامبور من F Nord,Land Plot,Vente,5600000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو للبيـــع قرب جامبور من F Nord 5,600,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 1",voursa,3 months ago,"landmark: جامبور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-قرب-جامبور-من-f-nord--ede9
نيمرو للبيـــع في طريق انواذيبو موديل D,Land Plot,Vente,5500000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو للبيـــع في طريق انواذيبو موديل D 5,500,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 1",voursa,3 months ago,"landmark: موديل D, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-في-طريق-انواذيبو-موديل-d-6766
300م# من سكتير 3 افنور للبيع,Land Plot,Vente,2700000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"300م# من سكتير 3 افنور للبيع 2,700,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 3 افنور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/300م-من-سكتير-3-افنور-للبيع-799e
سمعه فرصه فالاتحادية,Residential Property,Vente,1300000,150.00,7.0,1.0,1.0,Teyarett,Nouakchott Nord,"سمعه فرصه فالاتحادية 1,300,000 MRU Residential Property 3 months ago • Teyarett الخدمات العامه 5",voursa,3 months ago,"landmark: الاتحاديه, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-فرصه-فالاتحادية--60c1
فرصة نيمر للبيع ف E nour موقع جيد,Land Plot,Vente,7500000,650.00,,,,Tevragh Zeina,Nouakchott Ouest,"فرصة نيمر للبيع ف E nour موقع جيد 7,500,000 MRU Land Plot 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: E nour, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمر-للبيع-ف-e-nour-موقع-جيد--92b0
فرصة 300 متر فكرن ف سكتير 6 موقع جيد,Land Plot,Vente,3500000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"فرصة 300 متر فكرن ف سكتير 6 موقع جيد 3,500,000 MRU Land Plot 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-300-متر-فكرن-ف-سكتير-6-موقع-جيد-c026
نيمرو في الفوز,Land Plot,Vente,4800000,400.00,,,,Teyarett,Nouakchott Nord,"نيمرو في الفوز 4,800,000 MRU Land Plot 3 months ago • Teyarett محمد آلا - Mohamed Alla 1",voursa,3 months ago,"landmark: الفوز, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-الفوز-6a4c
نص نيمرو من سكتير 1 افنور للبيع,Land Plot,Vente,3300000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص نيمرو من سكتير 1 افنور للبيع 3,300,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 1 افنور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-سكتير-1-افنور-للبيع--d522
نيمرو من سكتير 6,Land Plot,Vente,3000000,250.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 6 3,000,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,3 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-6-6625
نيمرو من سكتير 1 بلوكات,Land Plot,Vente,3900000,400.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 1 بلوكات 3,900,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,3 months ago,"landmark: بلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-1-بلوكات-be3e
للإجار دار كبيره مفروشه,Residential Property,Vente,120000,1000.00,9.0,4.0,6.0,Tevragh Zeina,Nouakchott Ouest,"للإجار دار كبيره مفروشه 120,000 MRU Residential Property 3 months ago • Tevragh Zeina وكالة النجاح 1",voursa,3 months ago,"landmark: سفارة أمريك, land_title: No, balconies: 4, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/للاجار-دار-كبيره-مفروشه-5da6
نيمرو فصكوك ماه بعيد من كدروه كرونا شارع كبير زين ماشاءالله,Land Plot,Vente,1900000,216.00,,,,Teyarett,Nouakchott Nord,"نيمرو فصكوك ماه بعيد من كدروه كرونا شارع كبير زين ماشاءالله 1,900,000 MRU Land Plot 3 months ago • Teyarett محمدفال 1",voursa,3 months ago,"landmark: كدروه كرونا, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فصكوك-ماه-بعيد-من-كدروه-كرونا-شارع-كبير-زين-ماشاالله-e8b6
ديبلكس للبيع فاسكتير 4,Residential Property,Vente,6400000,200.00,6.0,2.0,4.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس للبيع فاسكتير 4 6,400,000 MRU Residential Property 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: سكتير 4, land_title: Yes, balconies: 2, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-للبيع-فاسكتير-4-2232
نيمرو في المطار القديم,Land Plot,Vente,1050000,180.00,,,,Dar Naim,Nouakchott Nord,"نيمرو في المطار القديم 1,050,000 MRU Land Plot 3 months ago • Dar Naim محمد آلا - Mohamed Alla 1",voursa,3 months ago,"landmark: المطار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-المطار-القديم-8e9e
ديبلكس فجانبور,Residential Property,Vente,7500000,320.00,7.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس فجانبور 7,500,000 MRU Residential Property 3 months ago • Tevragh Zeina الخدمات العامه 3",voursa,3 months ago,"landmark: جانبور, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فجانبور--22ec
مجمع تجاري في المطار القديم,Store,Vente,350000,180.00,,,,Ksar,Nouakchott Ouest,"مجمع تجاري في المطار القديم 350,000 MRU Store 3 months ago • Ksar Ahmedou Vall 2",voursa,3 months ago,"landmark: بالقرب من صيدلية المطار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/مجمع-تجاري-في-المطار-القديم-7eda
دار في سيت بلاج للإجار,Residential Property,Vente,20000,300.00,6.0,1.0,3.0,Tevragh Zeina,Nouakchott Ouest,"دار في سيت بلاج للإجار 20,000 MRU Residential Property 3 months ago • Tevragh Zeina وكالة النجاح 1",voursa,3 months ago,"landmark: مجمع ملكه, land_title: No, balconies: 2, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/دار-في-سيت-بلاج-للاجار-48d3
نيمرو فكرن من سكتير 6 للبيع,Land Plot,Vente,7000000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من سكتير 6 للبيع 7,000,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-6-للبيع--88dd
نيمرو في سكتير 4 أفكرن بينُ واحد مع كدروه,Land Plot,Vente,6500000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو في سكتير 4 أفكرن بينُ واحد مع كدروه 6,500,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 1",voursa,3 months ago,"landmark: أستاسيوه ster, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-سكتير-4-افكرن-بين-واحد-مع-كدروه--928b
200م# فكرن من اتو للبيع,Land Plot,Vente,2500000,200.00,,,,Tevragh Zeina,Nouakchott Ouest,"200م# فكرن من اتو للبيع 2,500,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: اتو, land_title: No",https://voursa.com/EN/categories/real_estate/ads/200م-فكرن-من-اتو-للبيع--6ccb
نيمرو في المطار القديم بين المنازل قريب من كدروه,Land Plot,Vente,1100000,180.00,,,,Dar Naim,Nouakchott Nord,"نيمرو في المطار القديم بين المنازل قريب من كدروه 1,100,000 MRU Land Plot 3 months ago • Dar Naim سيدي محمد 1",voursa,3 months ago,"landmark: ster, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-المطار-القديم-بين-المنازل-قريب-من-كدروه--ad6e
فرصة نيمر للبيع ف F nour قرب سفارة الهند,Residential Property,Vente,5400000,600.00,0.0,0.0,0.0,Tevragh Zeina,Nouakchott Ouest,"فرصة نيمر للبيع ف F nour قرب سفارة الهند 5,400,000 MRU Residential Property 3 months ago • Tevragh Zeina mohamed 1",voursa,3 months ago,"landmark: سفارة الهند., land_title: Yes, balconies: 0, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمر-للبيع-ف-f-nour-قرب-سفارة-الهند-3a33
للايجار استديو صغير,Residential Property,Vente,6000,60.00,1.0,1.0,1.0,Ksar,Nouakchott Ouest,"للايجار استديو صغير 6,000 MRU Residential Property 3 months ago • Ksar Md cheikh 3",voursa,3 months ago,"landmark: مسجد أبو عبيدة  لبراق سابقا, land_title: No, balconies: 0, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/استديو-صغير-f608
نيمرو فكرن من تراب النواب القدماء تفرغ زينة,Land Plot,Vente,3500000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من تراب النواب القدماء تفرغ زينة 3,500,000 MRU Land Plot 3 months ago • Tevragh Zeina محمدفال 1",voursa,3 months ago,"landmark: الجامعة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-تراب-النواب-القدما-تفرغ-زينة-56c2
200م فكرن من سكتير 5 متوالي الصحراوي للبيع,Land Plot,Vente,3500000,200.00,,,,Tevragh Zeina,Nouakchott Ouest,"200م فكرن من سكتير 5 متوالي الصحراوي للبيع 3,500,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/200م-فكرن-من-سكتير-5-متوالي-الصحراوي-للبيع--bc15
دار فبيرمير شارع 10,Residential Property,Vente,900000,216.00,4.0,1.0,2.0,Teyarett,Nouakchott Nord,"دار فبيرمير شارع 10 900,000 MRU Residential Property 3 months ago • Teyarett الخدمات العامه 1",voursa,3 months ago,"landmark: بقاله ادرار, land_title: Yes, balconies: 1, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/دار-فبيرمير-شارع-10-0d22
Appartement Citè plage,Residential Property,Vente,12000,100.00,2.0,1.0,3.0,Tevragh Zeina,Nouakchott Ouest,"Appartement Citè plage 12,000 MRU Residential Property 3 months ago • Tevragh Zeina lytyfa33@yahoo.fr 2",voursa,3 months ago,"landmark: Feu rouge, land_title: Yes, balconies: 0, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/appartement-cite-plage--8d63
نمرو فكرن فتراب ديد,Land Plot,Vente,3700000,340.00,,,,Tevragh Zeina,Nouakchott Ouest,"نمرو فكرن فتراب ديد 3,700,000 MRU Land Plot 3 months ago • Tevragh Zeina الخدمات العامه 1",voursa,3 months ago,"landmark: سانتر متير, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-فكرن-فتراب-ديد-dc98
منزل جديدة للبيــــــــــــــــــــــع المطار القديم,Residential Property,Vente,3200000,180.00,3.0,1.0,2.0,Dar Naim,Nouakchott Nord,"منزل جديدة للبيــــــــــــــــــــــع المطار القديم 3,200,000 MRU Residential Property 3 months ago • Dar Naim Bcren brahm 9",voursa,3 months ago,"landmark: بلوك 24, land_title: Yes, balconies: 1, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/منزل-جديدة-للبيــــــــــــــــــــــع-المطار-القديم--6bc0
شانتي للبيع فا الصحراوي فات انتقشت ووركبو بيبانه,Land Plot,Vente,6300000,200.00,,,,Tevragh Zeina,Nouakchott Ouest,"شانتي للبيع فا الصحراوي فات انتقشت ووركبو بيبانه 6,300,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: شانتي فاصحراوي, land_title: No",https://voursa.com/EN/categories/real_estate/ads/شانتي-للبيع-فا-الصحراوي-فات-انتقشت-ووركبو-بيبانه-db80
نيمرو من اغنودرت بالقرب من المسجد للبيع,Land Plot,Vente,950000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من اغنودرت بالقرب من المسجد للبيع 950,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: اغنودرت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-اغنودرت-بالقرب-من-المسجد-للبيع--1f51
نيمرواااات للبيع من اغنودرت,Land Plot,Vente,1000000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرواااات للبيع من اغنودرت 1,000,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 5",voursa,3 months ago,"landmark: اغنودرت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرواااات-للبيع-من-اغنودرت--9f59
400م# من سكتير 1 كتاب الضبط بينها نيمروين امع طب القلب للبيع,Land Plot,Vente,3200000,400.00,,,,Tevragh Zeina,Nouakchott Ouest,"400م# من سكتير 1 كتاب الضبط بينها نيمروين امع طب القلب للبيع 3,200,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: كتاب الضبط سكتير1, land_title: No",https://voursa.com/EN/categories/real_estate/ads/400م-من-سكتير-1-كتاب-الضبط-بينها-نيمروين-امع-طب-القلب-للبيع--595a
نيمرو اعلي شارع اوكار وفكرن شارع اربعين من سكجيم m افاس 5 للبيع,Land Plot,Vente,4200000,380.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو اعلي شارع اوكار وفكرن شارع اربعين من سكجيم m افاس 5 للبيع 4,200,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكجيم افاس 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعلي-شارع-اوكار-وفكرن-شارع-اربعين-من-سكجيم-m-افاس-5-للبيع--ffce
300م# فكرن من سكتير 3 افنور للبيع,Land Plot,Vente,4200000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"300م# فكرن من سكتير 3 افنور للبيع 4,200,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 3 افنور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/300م-فكرن-من-سكتير-3-افنور-للبيع--79e1
250م# فكرن من سكتير 6 للبيع,Land Plot,Vente,3200000,250.00,,,,Tevragh Zeina,Nouakchott Ouest,"250م# فكرن من سكتير 6 للبيع 3,200,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/250م-فكرن-من-سكتير-6-للبيع--946d
نيمرو فكرن من مدال m لاول للبيع,Land Plot,Vente,5500000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من مدال m لاول للبيع 5,500,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: مدال m لاول, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-مدال-m-لاول-للبيع--bb56
400م# من سكتير 2 ابلوكات اعلي شارع 60 للبيع,Land Plot,Vente,5200000,400.00,,,,Tevragh Zeina,Nouakchott Ouest,"400م# من سكتير 2 ابلوكات اعلي شارع 60 للبيع 5,200,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 2 ابلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/400م-من-سكتير-2-ابلوكات-اعلي-شارع-60-للبيع--33e0
نيمرو إحذ كرفور جامبور من F Nord,Land Plot,Vente,6000000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو إحذ كرفور جامبور من F Nord 6,000,000 MRU Land Plot 3 months ago • Tevragh Zeina سيدي محمد 2",voursa,3 months ago,"landmark: جامبور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-احذ-كرفور-جامبور-من-f-nord--65f5
استديو مفروش سيته ابلاج,Residential Property,Vente,1500,120.00,2.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"استديو مفروش سيته ابلاج 1,500 MRU Residential Property 3 months ago • Tevragh Zeina محمد عبدالله 9",voursa,3 months ago,"landmark: الحماية المدنية, land_title: Yes, balconies: 1, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/استديو-مفروش-سيته-ابلاج-c227
نص نيمرو من سكتير 5 بلو ابيظ,Land Plot,Vente,3900000,375.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص نيمرو من سكتير 5 بلو ابيظ 3,900,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: نص من سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-سكتير-5-بلو-ابيظ-5df0
نيمرو فكرن من شرم الشيخ للبيع,Land Plot,Vente,3650000,300.00,,,,Teyarett,Nouakchott Nord,"نيمرو فكرن من شرم الشيخ للبيع 3,650,000 MRU Land Plot 3 months ago • Teyarett محمد 1",voursa,3 months ago,"landmark: شرم الشيخ, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-شرم-الشيخ-للبيع--d82b
فيلا طراز راقي فالمطار القديم ابلوك 11,Residential Property,Vente,3900000,200.00,4.0,1.0,3.0,Dar Naim,Nouakchott Nord,"فيلا طراز راقي فالمطار القديم ابلوك 11 3,900,000 MRU Residential Property 3 months ago • Dar Naim سيدي محمد 7",voursa,3 months ago,"landmark: زيتي, land_title: Yes, balconies: 1, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/فيلا-طراز-راقي-فالمطار-القديم-ابلوك-11--6d5d
نيمرو من سكتير 5,Land Plot,Vente,5300000,875.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 5 5,300,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-5--dca0
نيمروين كلهم فكرن من سكتير 5 للبيع,Land Plot,Vente,13600000,1500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمروين كلهم فكرن من سكتير 5 للبيع 13,600,000 MRU Land Plot 3 months ago • Tevragh Zeina محمد 1",voursa,3 months ago,"landmark: سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمروين-كلهم-فكرن-من-سكتير-5-للبيع--2c14
200م من الفوز اعل شارع 30م,Land Plot,Vente,2100000,200.00,,,,Teyarett,Nouakchott Nord,"200م من الفوز اعل شارع 30م 2,100,000 MRU Land Plot 3 months ago • Teyarett سيدي محمد 1",voursa,3 months ago,"landmark: توتال, land_title: No",https://voursa.com/EN/categories/real_estate/ads/200م-من-الفوز-اعل-شارع-30م--9b5f
نيمرو فلكرن من سكتير 5 بلو ابيظ,Land Plot,Vente,7500000,750.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فلكرن من سكتير 5 بلو ابيظ 7,500,000 MRU Land Plot 3 months ago • Tevragh Zeina Ahmed 2",voursa,3 months ago,"landmark: سكتير 5 اف نور, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فلكرن-من-سكتير-5-بلو-ابيظ-22c0
