raw_text,price_mru,property_type,time_ago,title_guess,location,source,url,lot_size,street_size,closest_landmark,land_title,detail_property_type,halls,balconies,bathrooms,rooms
"8000متر مربع للبيع بينه مع كدرونه 60متر فمنطقة الحي الصناعي 14,000,000 MRU Land Plot 4 months ago • El Mina محمد 1",14000000,Land Plot,4 months ago,8000متر مربع للبيع بينه مع كدرونه 60متر فمنطقة الحي الصناعي,,voursa,https://voursa.com/EN/categories/real_estate/ads/8000متر-مربع-للبيع-بينه-مع-كدرونه-60متر-فمنطقة-الحي-الصناعي-2e2f,8000.00,,الحي الصناعي,No,,,,,
"1600م# ف الصحراوي للبيع 20,000,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",20000000,Land Plot,4 months ago,1600م# ف الصحراوي للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/1600م-ف-الصحراوي-للبيع--91cb,1600.00,,الصحراوي,No,,,,,
"نيمرو فكرن من سكتير 4 للببع 6,500,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",6500000,Land Plot,4 months ago,نيمرو فكرن من سكتير 4 للببع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-4-للببع--975c,600.00,,سكتير 4,No,,,,,
"150م# فكرن من كتاب الضبط للبيع 1,300,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",1300000,Land Plot,4 months ago,150م# فكرن من كتاب الضبط للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/150م-فكرن-من-كتاب-الضبط-للبيع--42c3,150.00,,كتاب الضبط سكتير1,No,,,,,
"نيمرو من بيركا للبيع 2,100,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",2100000,Land Plot,4 months ago,نيمرو من بيركا للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-بيركا-للبيع--96fc,300.00,,بيرركا,No,,,,,
"نصف نيمرو من سكتير 5 قرب كدوره الشارة 3,600,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",3600000,Land Plot,4 months ago,نصف نيمرو من سكتير 5 قرب كدوره الشارة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-من-سكتير-5-قرب-كدوره-الشارة--1d11,300.00,,كدروه الشارة,No,,,,,
"دار كبيره فمديل M 11,000,000 MRU Residential Property 4 months ago • Tevragh Zeina الخدمات العامه 1",11000000,Residential Property,4 months ago,دار كبيره فمديل M,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-كبيره-فمديل-m-788a,800.00,30.00,موديلM,Yes,,1.0,1.0,3.0,8.0
"سمعه فالترحيل بين كرفور آدرار و امحيرث 1,200,000 MRU Residential Property 4 months ago • Toujounine محمد عبد الله ولد سيكه 1",1200000,Residential Property,4 months ago,سمعه فالترحيل بين كرفور آدرار و امحيرث,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-فالترحيل-بين-كرفور-ادرار-و-امحيرث-c95c,150.00,10.00,كرفور آدرار,Yes,,2.0,1.0,2.0,5.0
"للبيع محل تلكوم متكامل 65,000 MRU Store 4 months ago • Teyarett الشيخ 3",65000,Store,4 months ago,للبيع محل تلكوم متكامل,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/-للبيع-محل-تلكوم-متكامل--a0a2,6.00,,وقفة صكوك,No,,,,,
"نيمرو حذ المطار القديم بينو مع المطار نيمروين 75,000 MRU Land Plot 4 months ago • Dar Naim محمد سالم 2",75000,Land Plot,4 months ago,نيمرو حذ المطار القديم بينو مع المطار نيمروين,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-حذ-المطار-القديم-بينو-مع-المطار-نيمروين--eeb9,150.00,,المطار القديم جمعية أيثار,No,,,,,
"150م# من كتاب الضبط سكتير 1 للبيع 1,070,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",1070000,Land Plot,4 months ago,150م# من كتاب الضبط سكتير 1 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/150م-من-كتاب-الضبط-سكتير-1-للبيع--742b,150.00,,كتاب الضبط سكتير1,No,,,,,
"200م٢ من سكتير 5 قرب كدوره الشارة 2,300,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",2300000,Land Plot,4 months ago,200م٢ من سكتير 5 قرب كدوره الشارة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/200م-من-سكتير-5-قرب-كدوره-الشارة--4b0a,200.00,,كدروه الشارة,No,,,,,
"نيمرو فسكتير 3 ابلوكات للبيع 3,300,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",3300000,Land Plot,4 months ago,نيمرو فسكتير 3 ابلوكات للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-3-ابلوكات-للبيع--3e53,700.00,,سكتير 3 ابلوكات,No,,,,,
"نيمرو أفكرن من سكتير 4 إعلى شارع 20م 6,500,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",6500000,Land Plot,4 months ago,نيمرو أفكرن من سكتير 4 إعلى شارع 20م,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-سكتير-4-اعلى-شارع-20م-77d8,600.00,,السنوار,No,,,,,
"اتراب اكبيره للبيع افتفرغ زينه احذ سوق السمك فاتحة اعل كدروه 90,000,000 MRU Commercial and Industrial Real Estate 4 months ago • Tevragh Zeina الشيخ 1",90000000,Commercial and Industrial Real Estate,4 months ago,اتراب اكبيره للبيع افتفرغ زينه احذ سوق السمك فاتحة اعل كدروه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/اتراب-اكبيره-للبيع-افتفرغ-زينه-احذ-سوق-السمك-فاتحة-اعل-كدروه--996b,40500.00,,كرفور سوق السمك,No,,,,,
"Terrain atwa 4,300,000 MRU Land Plot 4 months ago • Tevragh Zeina So smart 1",4300000,Land Plot,4 months ago,Terrain atwa,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/terrain-atwa--d10d,700.00,,Pharmacy elya39oubi,No,,,,,
"نمروللبيـــــــــــــــــــــع H3 1,050,000 MRU Land Plot 4 months ago • Teyarett عبدالله 1",1050000,Land Plot,4 months ago,نمروللبيـــــــــــــــــــــع H3,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نمروللبيـــــــــــــــــــــع-h3-حد-عندو-العقار-اللبيع-يتواصل-معاي--b413,216.00,,نمروللبيـــــــــــــــــــــع H3,No,,,,,
"ابرتمان نظيف 15,000 MRU Residential Property 4 months ago • Tevragh Zeina محمد 2",15000,Residential Property,4 months ago,ابرتمان نظيف,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ابرتمان-نظيف-c449,150.00,40.00,ميني ماركت,Yes,,1.0,1.0,2.0,2.0
"دار كبيره فلاس بلماس بدخلهم 11,200,000 MRU Residential Property 4 months ago • Tevragh Zeina الخدمات العامه 1",11200000,Residential Property,4 months ago,دار كبيره فلاس بلماس بدخلهم,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-كبيره-فلاس-بلماس-بدخلهم-cb6d,600.00,25.00,لاس بلماس,Yes,,1.0,1.0,2.0,8.0
"نمرو للبيـــــع في مطار القديم 270,000 MRU Land Plot 4 months ago • Dar Naim بورصة عبد الله العقارية 1",270000,Land Plot,4 months ago,نمرو للبيـــــع في مطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-مطار-القديم--2552,180.00,,مدرسة الجمهورية,No,,,,,
"دار فالفلوجة احذ مطعم اسنابي 1,350,000 MRU Residential Property 4 months ago • Arafat محمد عبد الله ولد سيكه 1",1350000,Residential Property,4 months ago,دار فالفلوجة احذ مطعم اسنابي,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فالفلوجة-احذ-مطعم-اسنابي-606d,150.00,10.00,مطعم اسنابي,Yes,,1.0,1.0,2.0,3.0
"ديبلكس مصغرة لايجار 14,500 MRU Residential Property 4 months ago • Teyarett مولاي الحسن 1",14500,Residential Property,4 months ago,ديبلكس مصغرة لايجار,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-مصغرة-لايجار-7074,170.00,12.00,بقالة الشباب,No,,1.0,1.0,2.0,3.0
"ابرتماهات ف كرفور بقالة الله اكبر للبيع 2,300,000 MRU Other 4 months ago • Tevragh Zeina محمد 1",2300000,Other,4 months ago,ابرتماهات ف كرفور بقالة الله اكبر للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ابرتماهات-ف-كرفور-بقالة-الله-اكبر-للبيع--3eb2,150.00,,كرفور بقالة الله اكبر,No,,,,,
"نيمرو من الأساتذة فرصة نادرة 3,200,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",3200000,Land Plot,4 months ago,نيمرو من الأساتذة فرصة نادرة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الاساتذة-فرصة-نادرة--dc01,600.00,,معهد المهندسين,No,,,,,
"شانتيي للبيع افعين الطلح فات ؤغطات 2,150,000 MRU Residential Property 4 months ago • Teyarett الشيخ 1",2150000,Residential Property,4 months ago,شانتيي للبيع افعين الطلح فات ؤغطات,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/شانتيي-للبيع-افعين-الطلح-فات-وغطات--f14e,180.00,20.00,كدروه الطينطان _ مدارس منبر العلم,No,,1.0,1.0,2.0,3.0
"فرصة. ديبلكس للبيع ف سانتر متير قرب سكن سفير سعودي 8,500,000 MRU Residential Property 4 months ago • Tevragh Zeina mohamed 3",8500000,Residential Property,4 months ago,فرصة. ديبلكس للبيع ف سانتر متير قرب سكن سفير سعودي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-ديبلكس-للبيع-ف-سانتر-متير-قرب-سكن-سفير-سعودي--d30f,300.00,20.00,لاميدوري,Yes,,1.0,1.0,3.0,4.0
"نيمرو للبيـــع في منطقة biarka 3,200,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",3200000,Land Plot,4 months ago,نيمرو للبيـــع في منطقة biarka,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-في-منطقة-biarka-adf1,231.00,,مسجد البر والتقوى,No,,,,,
"نيمرو للبيع افعين الطلح شارعو 20 1,600,000 MRU Land Plot 4 months ago • Teyarett الشيخ 1",1600000,Land Plot,4 months ago,نيمرو للبيع افعين الطلح شارعو 20,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-افعين-الطلح-شارعو-20-91ba,180.00,,كدروه الطينطان,No,,,,,
"نيمرو في لمكيزيره فيه دار من سنك 850,000 MRU Land Plot 4 months ago • Teyarett الحسن 1",850000,Land Plot,4 months ago,نيمرو في لمكيزيره فيه دار من سنك,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-لمكيزيره-فيه-دار-من-سنك-ba09,180.00,,قرب مرصت التبتابه,No,,,,,
"ديبلكس للأجار ف سانتر متير كبير موقع جبد 50,000 MRU Residential Property 4 months ago • Tevragh Zeina mohamed 4",50000,Residential Property,4 months ago,ديبلكس للأجار ف سانتر متير كبير موقع جبد,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-للاجار-ف-سانتر-متير-كبير-موقع-جبد-e862,600.00,20.00,سانتر متير,Yes,,1.0,1.0,4.0,8.0
"ديبلكس للايجار في منطقة تفرغ زينة بالقرب جامبور 250,000 MRU Residential Property 4 months ago • Tevragh Zeina El hacen 7",250000,Residential Property,4 months ago,ديبلكس للايجار في منطقة تفرغ زينة بالقرب جامبور,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/aluer-fa0a,200.00,15.00,Duplex,No,,2.0,1.0,3.0,6.0
"نيمرو فاتح ف ابرك فمدال m اسويت للبيع 3,650,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",3650000,Land Plot,4 months ago,نيمرو فاتح ف ابرك فمدال m اسويت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-فمدال-m-اسويت-للبيع--7db7,700.00,,مدال m اسويت,No,,,,,
"نيمرو في منطقة i4 قرب كدوره السنوار 1,700,000 MRU Land Plot 4 months ago • Teyarett سيدي محمد 1",1700000,Land Plot,4 months ago,نيمرو في منطقة i4 قرب كدوره السنوار,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-منطقة-i4-قرب-كدوره-السنوار--ec1e,216.00,,كدروه السنوار,No,,,,,
"فرصة برتماه لاجار ف سيت بلاج قرب تجاري بنك 12,000 MRU Land Plot 4 months ago • Tevragh Zeina mohamed 1",12000,Land Plot,4 months ago,فرصة برتماه لاجار ف سيت بلاج قرب تجاري بنك,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-برتماه-لاجار-ف-سيت-بلاج-قرب-تجاري-بنك-17e3,180.00,,التجاري بنك,No,,,,,
"استديو مستقل ونظيف لاسرة صغيرة 9,000 MRU Residential Property 4 months ago • Tevragh Zeina محمد 2",9000,Residential Property,4 months ago,استديو مستقل ونظيف لاسرة صغيرة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/استديو-مستقل-ونظيف-لاسرة-صغيرة-c368,150.00,40.00,Snd,Yes,,1.0,1.0,1.0,1.0
"نص نيمرو فسكتير3 اف نور حذا كدروه صكوك الرسمي 2,500,000 MRU Land Plot 4 months ago • Tevragh Zeina محمدفال 1",2500000,Land Plot,4 months ago,نص نيمرو فسكتير3 اف نور حذا كدروه صكوك الرسمي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-فسكتير3-اف-نور-حذا-كدروه-صكوك-الرسمي-ed0b,300.00,,طريق صكوك,No,,,,,
"دار فكرفور عند اظهر مجمع البيت 600,000 MRU Residential Property 4 months ago • Arafat محمد عبد الله ولد سيكه 1",600000,Residential Property,4 months ago,دار فكرفور عند اظهر مجمع البيت,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فكرفور-عند-اظهر-مجمع-البيت--54bb,120.00,6.00,مجمع البيت,Yes,,1.0,1.0,2.0,3.0
"سوق بين كرفور لبرار وبقاله الله اكبر 2,150,000 MRU Residential Property 4 months ago • Arafat الخدمات العامه 1",2150000,Residential Property,4 months ago,سوق بين كرفور لبرار وبقاله الله اكبر,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سوق-بين-كرفور-لبرار-وبقاله-الله-اكبر-1be2,200.00,30.00,كرفور لبرار,Yes,,1.0,1.0,1.0,21.0
"200م فكرن من كتاب الضبط للبيع 1,750,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",1750000,Land Plot,4 months ago,200م فكرن من كتاب الضبط للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/200م-فكرن-من-كتاب-الضبط-للبيع--d694,200.00,,كتاب الضبط سكتير1,No,,,,,
"سمعه فعين طلح اعل شارع كبير 5,500,000 MRU Residential Property 4 months ago • Teyarett الخدمات العامه 1",5500000,Residential Property,4 months ago,سمعه فعين طلح اعل شارع كبير,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-فعين-طلح-اعل-شارع-كبير-3ffa,180.00,30.00,عباد الرحمان 1,Yes,,1.0,1.0,1.0,4.0
"نيمرو من سكتير 3 F Nord 4,000,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",4000000,Land Plot,4 months ago,نيمرو من سكتير 3 F Nord,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-3-f-nord--e139,660.00,,كدروه الصكوك,No,,,,,
"نيمرو من افنور بالقرب من جانبور للبيع 6,000,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",6000000,Land Plot,4 months ago,نيمرو من افنور بالقرب من جانبور للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-افنور-بالقرب-من-جانبور-للبيع--6854,694.00,,افنور,No,,,,,
"سمعه فملح 1,500,000 MRU Residential Property 4 months ago • Arafat الخدمات العامه 1",1500000,Residential Property,4 months ago,سمعه فملح,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-فملح-cb4a,150.00,10.00,سكتير2,Yes,,1.0,1.0,2.0,7.0
"نص نيمرو أفكرن من سكتير 6 F Nord 3,500,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",3500000,Land Plot,4 months ago,نص نيمرو أفكرن من سكتير 6 F Nord,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-افكرن-من-سكتير-6-f-nord--ce7b,300.00,,سكتير 5,No,,,,,
"نيمرو فكرن من سكتير 6 للبيع 6,800,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",6800000,Land Plot,4 months ago,نيمرو فكرن من سكتير 6 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-6-للبيع--4bc3,700.00,,سكتير 6,No,,,,,
"استديو 6,500 MRU Residential Property 4 months ago • Teyarett مولاي الحسن 1",6500,Residential Property,4 months ago,استديو,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/استديو-42c2,120.00,20.00,بقالة الشباب,No,,1.0,1.0,2.0,1.0
"ديبلكس اجديد فلمطار 5,000,000 MRU Residential Property 4 months ago • Teyarett الخدمات العامه 1",5000000,Residential Property,4 months ago,ديبلكس اجديد فلمطار,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-اجديد-فلمطار-828a,200.00,30.00,المطار القديم,Yes,,1.0,1.0,2.0,8.0
"دبلكس درجه أولاً للبيع 5,800,000 MRU Residential Property 4 months ago • Teyarett محمد 1",5800000,Residential Property,4 months ago,دبلكس درجه أولاً للبيع,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/دبلكس-درجه-اولا-للبيع-c13a,225.00,25.00,شهرزاد,Yes,,3.0,2.0,5.0,7.0
"سوق 35,000,000 MRU Residential Property 4 months ago • Tevragh Zeina الخدمات العامه 3",35000000,Residential Property,4 months ago,سوق,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/سوق--ed3a,1400.00,30.00,تفرغ زين,Yes,,1.0,1.0,1.0,52.0
"دار للبيـــــــــــــــــــــع أفي H3 3,800,000 MRU Residential Property 4 months ago • Teyarett عبدالله 1",3800000,Residential Property,4 months ago,دار للبيـــــــــــــــــــــع أفي H3,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-للبيـــــــــــــــــــــع-افي-h3-حد-عندو-العقار-اللبيع-يتواصل-معاي--71ce,216.00,,دار للبيـــــــــــــــــــــع أفي H3,No,,1.0,1.0,2.0,3.0
"نيمرو يكسم من سكتير 6 للبيع 6,000,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",6000000,Land Plot,4 months ago,نيمرو يكسم من سكتير 6 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-يكسم-من-سكتير-6-للبيع--3f4c,600.00,,سكتير 6,No,,,,,
"نيمرو للبيـــع في سكتير 4 تفرغ زينه 4,750,000 MRU Land Plot 4 months ago • Tevragh Zeina سيدي محمد 1",4750000,Land Plot,4 months ago,نيمرو للبيـــع في سكتير 4 تفرغ زينه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-في-سكتير-4-تفرغ-زينه--b37b,600.00,,كدروه الشارة,No,,,,,
"ابرتماهين و بوتيكين فملح 2,250,000 MRU Commercial and Industrial Real Estate 4 months ago • Toujounine محمد عبد الله ولد سيكه 1",2250000,Commercial and Industrial Real Estate,4 months ago,ابرتماهين و بوتيكين فملح,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/ابرتماهين-و-بوتيكين-فملح--d29a,150.00,,سكتير 2,No,,,,,
"استوديهين و اربع اباتيك فعرفات 1,900,000 MRU Commercial and Industrial Real Estate 4 months ago • Arafat محمد عبد الله ولد سيكه 1",1900000,Commercial and Industrial Real Estate,4 months ago,استوديهين و اربع اباتيك فعرفات,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/استوديهين-و-اربع-اباتيك-فعرفات-f83c,300.00,,الداية 10,No,,,,,
"Vente de terrain secteur 3 / بيع أرض في القطاع 3 2,300,000 MRU Land Plot 4 months ago • Tevragh Zeina Mohamed 2",2300000,Land Plot,4 months ago,Vente de terrain secteur 3 / بيع أرض في القطاع 3,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/vente-de-terrain-secteur-3-بيع-ارض-في-القطاع-3-91dd,200.00,,Station Petro-dis,No,,,,,
"ديبلكس طراز أول فسانتر متير خلف سكن السفير السعودي 7,800,000 MRU Residential Property 4 months ago • Tevragh Zeina سيدي محمد 6",7800000,Residential Property,4 months ago,ديبلكس طراز أول فسانتر متير خلف سكن السفير السعودي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-طراز-اول-فسانتر-متير-خلف-سكن-السفير-السعودي--f2cf,200.00,18.00,سكن السفير السعودي,Yes,,2.0,2.0,4.0,5.0
"ملح سكتير4 شارع 8 850,000 MRU Residential Property 4 months ago • Riyadh الخدمات العامه 1",850000,Residential Property,4 months ago,ملح سكتير4 شارع 8,Riyadh,voursa,https://voursa.com/EN/categories/real_estate/ads/ملح-سكتير4-شارع-8-e8fe,150.00,8.00,سكتير4,Yes,,1.0,1.0,2.0,4.0
"دار فملح سكتير 3 1,000,000 MRU Residential Property 4 months ago • Toujounine محمد عبد الله ولد سيكه 5",1000000,Residential Property,4 months ago,دار فملح سكتير 3,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فملح-سكتير-3-888b,150.00,10.00,سكتير 3,Yes,,1.0,1.0,2.0,3.0
"نيمرو للبيع في سكتر البوش 9بين1 مع كدروه 3,500,000 MRU Land Plot 4 months ago • Tevragh Zeina أبياه 1",3500000,Land Plot,4 months ago,نيمرو للبيع في سكتر البوش 9بين1 مع كدروه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-في-سكتر-البوش-9بين1-مع-كدروه-5a90,600.00,,البياه,No,,,,,
"نيمرو فكرن ابرك فمدال h اسويت للبيع 5,200,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",5200000,Land Plot,4 months ago,نيمرو فكرن ابرك فمدال h اسويت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-ابرك-فمدال-h-اسويت-للبيع--97a3,800.00,,H اسويت,No,,,,,
"نيمروين للبيع في منطقة هش 3 فاتحين اعل شوارع 15م 1,850,000 MRU Land Plot 4 months ago • Teyarett سالم 1",1850000,Land Plot,4 months ago,نيمروين للبيع في منطقة هش 3 فاتحين اعل شوارع 15م,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-e494,216.00,,H3,No,,,,,
"قطعة أرض في H8 فاتح اعل شارع 8م 1,500,000 MRU Land Plot 4 months ago • Teyarett سالم 1",1500000,Land Plot,4 months ago,قطعة أرض في H8 فاتح اعل شارع 8م,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-4e70,216.00,,H8,No,,,,,
"نيمرو من سكتير 1 كتاب الضبط للبيع 3,000,000 MRU Land Plot 4 months ago • Tevragh Zeina محمد 1",3000000,Land Plot,4 months ago,نيمرو من سكتير 1 كتاب الضبط للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-1-كتاب-الضبط-للبيع--043f,700.00,,كتاب الضبط سكتير1,No,,,,,
"دار البركه اعل كدروه 1,800,000 MRU Residential Property 4 months ago • Teyarett الخدمات العامه 1",1800000,Residential Property,4 months ago,دار البركه اعل كدروه,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-البركه-اعل-كدروه-193c,180.00,30.00,العنكار,Yes,,1.0,1.0,2.0,4.0
"دار عند كرفور 24 شارع 10 900,000 MRU Residential Property 4 months ago • Dar Naim الخدمات العامه 1",900000,Residential Property,4 months ago,دار عند كرفور 24 شارع 10,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-عند-كرفور-24-شارع-10-2fb8,150.00,10.00,كرفور 24,Yes,,1.0,1.0,2.0,4.0
"دار فكرفور احذ بقالة الله اكبر 1,500,000 MRU Residential Property 4 months ago • Arafat محمد عبد الله ولد سيكه 1",1500000,Residential Property,4 months ago,دار فكرفور احذ بقالة الله اكبر,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فكرفور-احذ-بقالة-الله-اكبر--7a49,150.00,12.00,بقالة الله اكبر,Yes,,1.0,1.0,2.0,3.0
"سمع للبيع في تفرغ زينه سكتر 4فيه فرصة اليوم 7,500,000 MRU Residential Property 4 months ago • Tevragh Zeina البات 3",7500000,Residential Property,4 months ago,سمع للبيع في تفرغ زينه سكتر 4فيه فرصة اليوم,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/سمع-للبيع-في-تفرغ-زينه-سكتر-4فيه-فرصة-اليوم-a4de,300.00,20.00,البات,Yes,,3.0,3.0,5.0,8.0
"دار فالفلوجة احذ اسنابي 1,500,000 MRU Residential Property 4 months ago • Arafat محمد عبد الله ولد سيكه 1",1500000,Residential Property,4 months ago,دار فالفلوجة احذ اسنابي,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فالفلوجة-احذ-اسنابي-fbbc,150.00,10.00,مطعم اسنابي,Yes,,1.0,1.0,2.0,3.0
"شقق مفروشه فسيت بلاج 6,300,000 MRU Residential Property 4 months ago • Sebkha الخدمات العامه 3",6300000,Residential Property,4 months ago,شقق مفروشه فسيت بلاج,Sebkha,voursa,https://voursa.com/EN/categories/real_estate/ads/شقق-مفروشه-فسيت-بلاج-d161,600.00,25.00,سيت ابلاج,Yes,,1.0,1.0,2.0,7.0
"دار فعرفات شرم الشيخ 600,000 MRU Residential Property 4 months ago • Arafat محمد عبد الله ولد سيكه 1",600000,Residential Property,4 months ago,دار فعرفات شرم الشيخ,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فعرفات-شرم-الشيخ--3bc9,150.00,10.00,شرم الشيخ,Yes,,1.0,1.0,2.0,3.0
"سمعه بين كرفور تن سويلم وكرفور لحوال للبيع 1,500,000 MRU Land Plot 4 months ago • Arafat محمد 1",1500000,Land Plot,4 months ago,سمعه بين كرفور تن سويلم وكرفور لحوال للبيع,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-بين-كرفور-تن-سويلم-وكرفور-لحوال-للبيع--6a9c,150.00,,تن سويلم,No,,,,,
"250م فاالصحراوي 4,700,000 MRU Land Plot 4 months ago • Tevragh Zeina الخدمات العامه 1",4700000,Land Plot,4 months ago,250م فاالصحراوي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/250م-فاالصحراوي--cefd,250.00,,صحراوي,No,,,,,
